2022-09-30 03:45:50,998 p=711107 u=root n=ansible | ok: [etcd01] => {"changed": false, "checksum": "d8468faf0fdc2badb2839718eafc809fe782875f", "dest": "/etc/cni/net.d/99-loopback.conf", "gid": 0, "group": "root", "mode": "0644", "owner": "root", "path": "/etc/cni/net.d/99-loopback.conf", "size": 63, "state": "file", "uid": 0}
2022-09-30 03:45:51,037 p=711107 u=root n=ansible | changed: [etcd03] => {"changed": true, "checksum": "d8468faf0fdc2badb2839718eafc809fe782875f", "dest": "/etc/cni/net.d/99-loopback.conf", "gid": 0, "group": "root", "md5sum": "240ee924eace5d94ab76a192cc8db8b3", "mode": "0644", "owner": "root", "size": 63, "src": "/root/.ansible/tmp/ansible-tmp-1664498750.7260935-711261-91158060014884/source", "state": "file", "uid": 0}
2022-09-30 03:45:51,039 p=711107 u=root n=ansible | changed: [etcd02] => {"changed": true, "checksum": "d8468faf0fdc2badb2839718eafc809fe782875f", "dest": "/etc/cni/net.d/99-loopback.conf", "gid": 0, "group": "root", "md5sum": "240ee924eace5d94ab76a192cc8db8b3", "mode": "0644", "owner": "root", "size": 63, "src": "/root/.ansible/tmp/ansible-tmp-1664498750.721091-711260-21369977492148/source", "state": "file", "uid": 0}
2022-09-30 03:45:51,042 p=711107 u=root n=ansible | TASK [kubelet : Copy CRI config] *******************************************************************
2022-09-30 03:45:51,358 p=711107 u=root n=ansible | changed: [etcd02] => {"changed": true, "checksum": "af524edc92b3671608824e2a482da6f68e02f855", "dest": "/etc/crictl.yaml", "gid": 0, "group": "root", "md5sum": "b056019bbe7d48877c37c056d600f0fc", "mode": "0644", "owner": "root", "size": 114, "src": "/root/.ansible/tmp/ansible-tmp-1664498751.0652528-711334-268216782201948/source", "state": "file", "uid": 0}
2022-09-30 03:45:51,366 p=711107 u=root n=ansible | ok: [etcd01] => {"changed": false, "checksum": "af524edc92b3671608824e2a482da6f68e02f855", "dest": "/etc/crictl.yaml", "gid": 0, "group": "root", "mode": "0644", "owner": "root", "path": "/etc/crictl.yaml", "size": 114, "state": "file", "uid": 0}
2022-09-30 03:45:51,372 p=711107 u=root n=ansible | changed: [etcd03] => {"changed": true, "checksum": "af524edc92b3671608824e2a482da6f68e02f855", "dest": "/etc/crictl.yaml", "gid": 0, "group": "root", "md5sum": "b056019bbe7d48877c37c056d600f0fc", "mode": "0644", "owner": "root", "size": 114, "src": "/root/.ansible/tmp/ansible-tmp-1664498751.0697749-711336-263321034778864/source", "state": "file", "uid": 0}
2022-09-30 03:45:51,375 p=711107 u=root n=ansible | TASK [kubelet : Create configs dir for kubernetes] *************************************************
2022-09-30 03:45:51,553 p=711107 u=root n=ansible | ok: [etcd01] => {"changed": false, "gid": 0, "group": "root", "mode": "01204", "owner": "root", "path": "/etc/kubernetes.d", "size": 4096, "state": "directory", "uid": 0}
2022-09-30 03:45:51,561 p=711107 u=root n=ansible | ok: [etcd03] => {"changed": false, "gid": 0, "group": "root", "mode": "01204", "owner": "root", "path": "/etc/kubernetes.d", "size": 4096, "state": "directory", "uid": 0}
2022-09-30 03:45:51,586 p=711107 u=root n=ansible | ok: [etcd02] => {"changed": false, "gid": 0, "group": "root", "mode": "01204", "owner": "root", "path": "/etc/kubernetes.d", "size": 4096, "state": "directory", "uid": 0}
2022-09-30 03:45:51,589 p=711107 u=root n=ansible | TASK [kubelet : copy kubelet manifest] *************************************************************
2022-09-30 03:45:51,899 p=711107 u=root n=ansible | ok: [etcd01] => {"changed": false, "checksum": "521ac1080cfad66b6610693bd1d576397742e321", "dest": "/etc/kubernetes.d/KubeletConfiguration.yaml", "gid": 0, "group": "root", "mode": "0644", "owner": "root", "path": "/etc/kubernetes.d/KubeletConfiguration.yaml", "size": 265, "state": "file", "uid": 0}
2022-09-30 03:45:51,924 p=711107 u=root n=ansible | ok: [etcd02] => {"changed": false, "checksum": "521ac1080cfad66b6610693bd1d576397742e321", "dest": "/etc/kubernetes.d/KubeletConfiguration.yaml", "gid": 0, "group": "root", "mode": "0644", "owner": "root", "path": "/etc/kubernetes.d/KubeletConfiguration.yaml", "size": 265, "state": "file", "uid": 0}
2022-09-30 03:45:51,930 p=711107 u=root n=ansible | ok: [etcd03] => {"changed": false, "checksum": "521ac1080cfad66b6610693bd1d576397742e321", "dest": "/etc/kubernetes.d/KubeletConfiguration.yaml", "gid": 0, "group": "root", "mode": "0644", "owner": "root", "path": "/etc/kubernetes.d/KubeletConfiguration.yaml", "size": 265, "state": "file", "uid": 0}
2022-09-30 03:45:51,932 p=711107 u=root n=ansible | TASK [kubelet : copy kubelet service config file] **************************************************
2022-09-30 03:45:52,272 p=711107 u=root n=ansible | changed: [etcd03] => {"changed": true, "checksum": "81c4d882c4f37c1677e8c5d497d41f9e3021e841", "dest": "/etc/systemd/system/kubelet.service.d/20-etcd-service-manager.conf", "gid": 0, "group": "root", "md5sum": "122c98e0a34b583bf5b51ea663e283ef", "mode": "0644", "owner": "root", "size": 181, "src": "/root/.ansible/tmp/ansible-tmp-1664498751.959033-711525-37092891658591/source", "state": "file", "uid": 0}
2022-09-30 03:45:52,278 p=711107 u=root n=ansible | changed: [etcd01] => {"changed": true, "checksum": "81c4d882c4f37c1677e8c5d497d41f9e3021e841", "dest": "/etc/systemd/system/kubelet.service.d/20-etcd-service-manager.conf", "gid": 0, "group": "root", "md5sum": "122c98e0a34b583bf5b51ea663e283ef", "mode": "0644", "owner": "root", "size": 181, "src": "/root/.ansible/tmp/ansible-tmp-1664498751.9530003-711522-6811872717922/source", "state": "file", "uid": 0}
2022-09-30 03:45:52,283 p=711107 u=root n=ansible | changed: [etcd02] => {"changed": true, "checksum": "81c4d882c4f37c1677e8c5d497d41f9e3021e841", "dest": "/etc/systemd/system/kubelet.service.d/20-etcd-service-manager.conf", "gid": 0, "group": "root", "md5sum": "122c98e0a34b583bf5b51ea663e283ef", "mode": "0644", "owner": "root", "size": 181, "src": "/root/.ansible/tmp/ansible-tmp-1664498751.9562724-711523-20297869716047/source", "state": "file", "uid": 0}
2022-09-30 03:45:52,285 p=711107 u=root n=ansible | TASK [kubelet : Restart containerd daemon] *********************************************************
2022-09-30 03:45:52,783 p=711107 u=root n=ansible | changed: [etcd01] => {"changed": true, "name": "containerd", "state": "started", "status": {"ActiveEnterTimestamp": "Fri 2022-09-30 03:20:07 MSK", "ActiveEnterTimestampMonotonic": "483221883470", "ActiveExitTimestamp": "Fri 2022-09-30 03:20:07 MSK", "ActiveExitTimestampMonotonic": "483221769334", "ActiveState": "active", "After": "local-fs.target systemd-journald.socket sysinit.target system.slice network.target basic.target", "AllowIsolate": "no", "AllowedCPUs": "", "AllowedMemoryNodes": "", "AmbientCapabilities": "", "AssertResult": "yes", "AssertTimestamp": "Fri 2022-09-30 03:20:07 MSK", "AssertTimestampMonotonic": "483221791015", "Before": "multi-user.target docker.service shutdown.target", "BlockIOAccounting": "no", "BlockIOWeight": "[not set]", "CPUAccounting": "yes", "CPUAffinity": "", "CPUAffinityFromNUMA": "no", "CPUQuotaPerSecUSec": "infinity", "CPUQuotaPeriodUSec": "infinity", "CPUSchedulingPolicy": "0", "CPUSchedulingPriority": "0", "CPUSchedulingResetOnFork": "no", "CPUShares": "[not set]", "CPUUsageNSec": "10961980000", "CPUWeight": "[not set]", "CacheDirectoryMode": "0755", "CanFreeze": "yes", "CanIsolate": "no", "CanReload": "no", "CanStart": "yes", "CanStop": "yes", "CapabilityBoundingSet": "cap_chown cap_dac_override cap_dac_read_search cap_fowner cap_fsetid cap_kill cap_setgid cap_setuid cap_setpcap cap_linux_immutable cap_net_bind_service cap_net_broadcast cap_net_admin cap_net_raw cap_ipc_lock cap_ipc_owner cap_sys_module cap_sys_rawio cap_sys_chroot cap_sys_ptrace cap_sys_pacct cap_sys_admin cap_sys_boot cap_sys_nice cap_sys_resource cap_sys_time cap_sys_tty_config cap_mknod cap_lease cap_audit_write cap_audit_control cap_setfcap cap_mac_override cap_mac_admin cap_syslog cap_wake_alarm cap_block_suspend cap_audit_read cap_perfmon cap_bpf cap_checkpoint_restore", "CleanResult": "success", "CollectMode": "inactive", "ConditionResult": "yes", "ConditionTimestamp": "Fri 2022-09-30 03:20:07 MSK", "ConditionTimestampMonotonic": "483221791013", "ConfigurationDirectoryMode": "0755", "Conflicts": "shutdown.target", "ControlGroup": "/system.slice/containerd.service", "ControlPID": "0", "CoredumpFilter": "0x33", "DefaultDependencies": "yes", "DefaultMemoryLow": "0", "DefaultMemoryMin": "0", "Delegate": "yes", "DelegateControllers": "cpu cpuacct cpuset io blkio memory devices pids bpf-firewall bpf-devices", "Description": "containerd container runtime", "DevicePolicy": "auto", "Documentation": "https://containerd.io", "DynamicUser": "no", "EffectiveCPUs": "0-1", "EffectiveMemoryNodes": "0", "ExecMainCode": "0", "ExecMainExitTimestampMonotonic": "0", "ExecMainPID": "708382", "ExecMainStartTimestamp": "Fri 2022-09-30 03:20:07 MSK", "ExecMainStartTimestampMonotonic": "483221814140", "ExecMainStatus": "0", "ExecStart": "{ path=/usr/bin/containerd ; argv[]=/usr/bin/containerd ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "ExecStartEx": "{ path=/usr/bin/containerd ; argv[]=/usr/bin/containerd ; flags= ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "ExecStartPre": "{ path=/sbin/modprobe ; argv[]=/sbin/modprobe overlay ; ignore_errors=yes ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "ExecStartPreEx": "{ path=/sbin/modprobe ; argv[]=/sbin/modprobe overlay ; flags=ignore-failure ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "FailureAction": "none", "FileDescriptorStoreMax": "0", "FinalKillSignal": "9", "FragmentPath": "/lib/systemd/system/containerd.service", "FreezerState": "running", "GID": "[not set]", "GuessMainPID": "yes", "IOAccounting": "no", "IOReadBytes": "18446744073709551615", "IOReadOperations": "18446744073709551615", "IOSchedulingClass": "0", "IOSchedulingPriority": "0", "IOWeight": "[not set]", "IOWriteBytes": "18446744073709551615", "IOWriteOperations": "18446744073709551615", "IPAccounting": "no", "IPEgressBytes": "[no data]", "IPEgressPackets": "[no data]", "IPIngressBytes": "[no data]", "IPIngressPackets": "[no data]", "Id": "containerd.service", "IgnoreOnIsolate": "no", "IgnoreSIGPIPE": "yes", "InactiveEnterTimestamp": "Fri 2022-09-30 03:20:07 MSK", "InactiveEnterTimestampMonotonic": "483221789874", "InactiveExitTimestamp": "Fri 2022-09-30 03:20:07 MSK", "InactiveExitTimestampMonotonic": "483221810277", "InvocationID": "c97bfacd35c746dd9db347232216a403", "JobRunningTimeoutUSec": "infinity", "JobTimeoutAction": "none", "JobTimeoutUSec": "infinity", "KeyringMode": "private", "KillMode": "process", "KillSignal": "15", "LimitAS": "infinity", "LimitASSoft": "infinity", "LimitCORE": "infinity", "LimitCORESoft": "infinity", "LimitCPU": "infinity", "LimitCPUSoft": "infinity", "LimitDATA": "infinity", "LimitDATASoft": "infinity", "LimitFSIZE": "infinity", "LimitFSIZESoft": "infinity", "LimitLOCKS": "infinity", "LimitLOCKSSoft": "infinity", "LimitMEMLOCK": "65536", "LimitMEMLOCKSoft": "65536", "LimitMSGQUEUE": "819200", "LimitMSGQUEUESoft": "819200", "LimitNICE": "0", "LimitNICESoft": "0", "LimitNOFILE": "infinity", "LimitNOFILESoft": "infinity", "LimitNPROC": "infinity", "LimitNPROCSoft": "infinity", "LimitRSS": "infinity", "LimitRSSSoft": "infinity", "LimitRTPRIO": "0", "LimitRTPRIOSoft": "0", "LimitRTTIME": "infinity", "LimitRTTIMESoft": "infinity", "LimitSIGPENDING": "7653", "LimitSIGPENDINGSoft": "7653", "LimitSTACK": "infinity", "LimitSTACKSoft": "8388608", "LoadState": "loaded", "LockPersonality": "no", "LogLevelMax": "-1", "LogRateLimitBurst": "0", "LogRateLimitIntervalUSec": "0", "LogsDirectoryMode": "0755", "MainPID": "708382", "ManagedOOMMemoryPressure": "auto", "ManagedOOMMemoryPressureLimitPercent": "0%", "ManagedOOMSwap": "auto", "MemoryAccounting": "yes", "MemoryCurrent": "40857600", "MemoryDenyWriteExecute": "no", "MemoryHigh": "infinity", "MemoryLimit": "infinity", "MemoryLow": "0", "MemoryMax": "infinity", "MemoryMin": "0", "MemorySwapMax": "infinity", "MountAPIVFS": "no", "MountFlags": "", "NFileDescriptorStore": "0", "NRestarts": "0", "NUMAMask": "", "NUMAPolicy": "n/a", "Names": "containerd.service", "NeedDaemonReload": "no", "Nice": "0", "NoNewPrivileges": "no", "NonBlocking": "no", "NotifyAccess": "main", "OOMPolicy": "continue", "OOMScoreAdjust": "-999", "OnFailureJobMode": "replace", "Perpetual": "no", "PrivateDevices": "no", "PrivateMounts": "no", "PrivateNetwork": "no", "PrivateTmp": "no", "PrivateUsers": "no", "ProcSubset": "all", "ProtectClock": "no", "ProtectControlGroups": "no", "ProtectHome": "no", "ProtectHostname": "no", "ProtectKernelLogs": "no", "ProtectKernelModules": "no", "ProtectKernelTunables": "no", "ProtectProc": "default", "ProtectSystem": "no", "RefuseManualStart": "no", "RefuseManualStop": "no", "ReloadResult": "success", "RemainAfterExit": "no", "RemoveIPC": "no", "RequiredBy": "docker.service", "Requires": "system.slice sysinit.target", "Restart": "always", "RestartKillSignal": "15", "RestartUSec": "5s", "RestrictNamespaces": "no", "RestrictRealtime": "no", "RestrictSUIDSGID": "no", "Result": "success", "RootDirectoryStartOnly": "no", "RootHashSignature": "", "RuntimeDirectoryMode": "0755", "RuntimeDirectoryPreserve": "no", "RuntimeMaxUSec": "infinity", "SameProcessGroup": "no", "SecureBits": "0", "SendSIGHUP": "no", "SendSIGKILL": "yes", "Slice": "system.slice", "StandardError": "inherit", "StandardInput": "null", "StandardInputData": "", "StandardOutput": "journal", "StartLimitAction": "none", "StartLimitBurst": "5", "StartLimitIntervalUSec": "10s", "StartupBlockIOWeight": "[not set]", "StartupCPUShares": "[not set]", "StartupCPUWeight": "[not set]", "StartupIOWeight": "[not set]", "StateChangeTimestamp": "Fri 2022-09-30 03:20:07 MSK", "StateChangeTimestampMonotonic": "483221883470", "StateDirectoryMode": "0755", "StatusErrno": "0", "StopWhenUnneeded": "no", "SubState": "running", "SuccessAction": "none", "SyslogFacility": "3", "SyslogLevel": "6", "SyslogLevelPrefix": "yes", "SyslogPriority": "30", "SystemCallErrorNumber": "2147483646", "TTYReset": "no", "TTYVHangup": "no", "TTYVTDisallocate": "no", "TasksAccounting": "yes", "TasksCurrent": "10", "TasksMax": "infinity", "TimeoutAbortUSec": "1min 30s", "TimeoutCleanUSec": "infinity", "TimeoutStartFailureMode": "terminate", "TimeoutStartUSec": "1min 30s", "TimeoutStopFailureMode": "terminate", "TimeoutStopUSec": "1min 30s", "TimerSlackNSec": "50000", "Transient": "no", "Type": "notify", "UID": "[not set]", "UMask": "0022", "UnitFilePreset": "enabled", "UnitFileState": "enabled", "UtmpMode": "init", "WantedBy": "multi-user.target", "WatchdogSignal": "6", "WatchdogTimestampMonotonic": "0", "WatchdogUSec": "0"}}
2022-09-30 03:45:52,908 p=711107 u=root n=ansible | changed: [etcd03] => {"changed": true, "name": "containerd", "state": "started", "status": {"ActiveEnterTimestamp": "Sun 2022-09-25 16:51:54 MSK", "ActiveEnterTimestampMonotonic": "157909126955", "ActiveExitTimestamp": "Sun 2022-09-25 16:51:54 MSK", "ActiveExitTimestampMonotonic": "157908989189", "ActiveState": "active", "After": "network.target sysinit.target systemd-journald.socket basic.target system.slice local-fs.target", "AllowIsolate": "no", "AllowedCPUs": "", "AllowedMemoryNodes": "", "AmbientCapabilities": "", "AssertResult": "yes", "AssertTimestamp": "Sun 2022-09-25 16:51:54 MSK", "AssertTimestampMonotonic": "157909016689", "Before": "docker.service multi-user.target shutdown.target", "BlockIOAccounting": "no", "BlockIOWeight": "[not set]", "CPUAccounting": "yes", "CPUAffinity": "", "CPUAffinityFromNUMA": "no", "CPUQuotaPerSecUSec": "infinity", "CPUQuotaPeriodUSec": "infinity", "CPUSchedulingPolicy": "0", "CPUSchedulingPriority": "0", "CPUSchedulingResetOnFork": "no", "CPUShares": "[not set]", "CPUUsageNSec": "2057878200000", "CPUWeight": "[not set]", "CacheDirectoryMode": "0755", "CanFreeze": "yes", "CanIsolate": "no", "CanReload": "no", "CanStart": "yes", "CanStop": "yes", "CapabilityBoundingSet": "cap_chown cap_dac_override cap_dac_read_search cap_fowner cap_fsetid cap_kill cap_setgid cap_setuid cap_setpcap cap_linux_immutable cap_net_bind_service cap_net_broadcast cap_net_admin cap_net_raw cap_ipc_lock cap_ipc_owner cap_sys_module cap_sys_rawio cap_sys_chroot cap_sys_ptrace cap_sys_pacct cap_sys_admin cap_sys_boot cap_sys_nice cap_sys_resource cap_sys_time cap_sys_tty_config cap_mknod cap_lease cap_audit_write cap_audit_control cap_setfcap cap_mac_override cap_mac_admin cap_syslog cap_wake_alarm cap_block_suspend cap_audit_read cap_perfmon cap_bpf cap_checkpoint_restore", "CleanResult": "success", "CollectMode": "inactive", "ConditionResult": "yes", "ConditionTimestamp": "Sun 2022-09-25 16:51:54 MSK", "ConditionTimestampMonotonic": "157909016687", "ConfigurationDirectoryMode": "0755", "Conflicts": "shutdown.target", "ControlGroup": "/system.slice/containerd.service", "ControlPID": "0", "CoredumpFilter": "0x33", "DefaultDependencies": "yes", "DefaultMemoryLow": "0", "DefaultMemoryMin": "0", "Delegate": "yes", "DelegateControllers": "cpu cpuacct cpuset io blkio memory devices pids bpf-firewall bpf-devices", "Description": "containerd container runtime", "DevicePolicy": "auto", "Documentation": "https://containerd.io", "DynamicUser": "no", "EffectiveCPUs": "0-1", "EffectiveMemoryNodes": "0", "ExecMainCode": "0", "ExecMainExitTimestampMonotonic": "0", "ExecMainPID": "107950", "ExecMainStartTimestamp": "Sun 2022-09-25 16:51:54 MSK", "ExecMainStartTimestampMonotonic": "157909019703", "ExecMainStatus": "0", "ExecStart": "{ path=/usr/bin/containerd ; argv[]=/usr/bin/containerd ; ignore_errors=no ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "ExecStartEx": "{ path=/usr/bin/containerd ; argv[]=/usr/bin/containerd ; flags= ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "ExecStartPre": "{ path=/sbin/modprobe ; argv[]=/sbin/modprobe overlay ; ignore_errors=yes ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "ExecStartPreEx": "{ path=/sbin/modprobe ; argv[]=/sbin/modprobe overlay ; flags=ignore-failure ; start_time=[n/a] ; stop_time=[n/a] ; pid=0 ; code=(null) ; status=0/0 }", "FailureAction": "none", "FileDescriptorStoreMax": "0", "FinalKillSignal": "9", "FragmentPath": "/lib/systemd/system/containerd.service", "FreezerState": "running", "GID": "[not set]", "GuessMainPID": "yes", "IOAccounting": "no", "IOReadBytes": "18446744073709551615", "IOReadOperations": "18446744073709551615", "IOSchedulingClass": "0", "IOSchedulingPriority": "0", "IOWeight": "[not set]", "IOWriteBytes": "18446744073709551615", "IOWriteOperations": "18446744073709551615", "IPAccounting": "no", "IPEgressBytes": "[no data]", "IPEgressPackets": "[no data]", "IPIngressBytes": "[no data]", "IPIngressPackets": "[no data]", "Id": "containerd.service", "IgnoreOnIsolate": "no", "IgnoreSIGPIPE": "yes", "InactiveEnterTimestamp": "Sun 2022-09-25 16:51:54 MSK", "InactiveEnterTimestampMonotonic": "157909016164", "InactiveExitTimestamp": "Sun 2022-09-25 16:51:54 MSK", "InactiveExitTimestampMonotonic": "157909018060", "InvocationID": "a804c4a6a91a47aab5ac34ac0cfdb5c1", "JobRunningTimeoutUSec": "infinity", "JobTimeoutAction": "none", "JobTimeoutUSec": "infinity", "KeyringMode": "private", "KillMode": "process", "KillSignal": "15", "LimitAS": "infinity", "LimitASSoft": "infinity", "LimitCORE": "infinity", "LimitCORESoft": "infinity", "LimitCPU": "infinity", "LimitCPUSoft": "infinity", "LimitDATA": "infinity", "LimitDATASoft": "infinity", "LimitFSIZE": "infinity", "LimitFSIZESoft": "infinity", "LimitLOCKS": "infinity", "LimitLOCKSSoft": "infinity", "LimitMEMLOCK": "65536", "LimitMEMLOCKSoft": "65536", "LimitMSGQUEUE": "819200", "LimitMSGQUEUESoft": "819200", "LimitNICE": "0", "LimitNICESoft": "0", "LimitNOFILE": "infinity", "LimitNOFILESoft": "infinity", "LimitNPROC": "infinity", "LimitNPROCSoft": "infinity", "LimitRSS": "infinity", "LimitRSSSoft": "infinity", "LimitRTPRIO": "0", "LimitRTPRIOSoft": "0", "LimitRTTIME": "infinity", "LimitRTTIMESoft": "infinity", "LimitSIGPENDING": "7653", "LimitSIGPENDINGSoft": "7653", "LimitSTACK": "infinity", "LimitSTACKSoft": "8388608", "LoadState": "loaded", "LockPersonality": "no", "LogLevelMax": "-1", "LogRateLimitBurst": "0", "LogRateLimitIntervalUSec": "0", "LogsDirectoryMode": "0755", "MainPID": "107950", "ManagedOOMMemoryPressure": "auto", "ManagedOOMMemoryPressureLimitPercent": "0%", "ManagedOOMSwap": "auto", "MemoryAccounting": "yes", "MemoryCurrent": "70098944", "MemoryDenyWriteExecute": "no", "MemoryHigh": "infinity", "MemoryLimit": "infinity", "MemoryLow": "0", "MemoryMax": "infinity", "MemoryMin": "0", "MemorySwapMax": "infinity", "MountAPIVFS": "no", "MountFlags": "", "NFileDescriptorStore": "0", "NRestarts": "0", "NUMAMask": "", "NUMAPolicy": "n/a", "Names": "containerd.service", "NeedDaemonReload": "no", "Nice": "0", "NoNewPrivileges": "no", "NonBlocking": "no", "NotifyAccess": "main", "OOMPolicy": "continue", "OOMScoreAdjust": "-999", "OnFailureJobMode": "replace", "Perpetual": "no", "PrivateDevices": "no", "PrivateMounts": "no", "PrivateNetwork": "no", "PrivateTmp": "no", "PrivateUsers": "no", "ProcSubset": "all", "ProtectClock": "no", "ProtectControlGroups": "no", "ProtectHome": "no", "ProtectHostname": "no", "ProtectKernelLogs": "no", "ProtectKernelModules": "no", "ProtectKernelTunables": "no", "ProtectProc": "default", "ProtectSystem": "no", "RefuseManualStart": "no", "RefuseManualStop": "no", "ReloadResult": "success", "RemainAfterExit": "no", "RemoveIPC": "no", "RequiredBy": "docker.service", "Requires": "system.slice sysinit.target", "Restart": "always", "RestartKillSignal": "15", "RestartUSec": "5s", "RestrictNamespaces": "no", "RestrictRealtime": "no", "RestrictSUIDSGID": "no", "Result": "success", "RootDirectoryStartOnly": "no", "RootHashSignature": "", "RuntimeDirectoryMode": "0755", "RuntimeDirectoryPreserve": "no", "RuntimeMaxUSec": "infinity", "SameProcessGroup": "no", "SecureBits": "0", "SendSIGHUP": "no", "SendSIGKILL": "yes", "Slice": "system.slice", "StandardError": "inherit", "StandardInput": "null", "StandardInputData": "", "StandardOutput": "journal", "StartLimitAction": "none", "StartLimitBurst": "5", "StartLimitIntervalUSec": "10s", "StartupBlockIOWeight": "[not set]", "StartupCPUShares": "[not set]", "StartupCPUWeight": "[not set]", "StartupIOWeight": "[not set]", "StateChangeTimestamp": "Sun 2022-09-25 16:51:54 MSK", "StateChangeTimestampMonotonic": "157909126955", "StateDirectoryMode": "0755", "StatusErrno": "0", "StopWhenUnneeded": "no", "SubState": "running", "SuccessAction": "none", "SyslogFacility": "3", "SyslogLevel": "6", "SyslogLevelPrefix": "yes", "SyslogPriority": "30", "SystemCallErrorNumber": "2147483646", "TTYReset": "no", "TTYVHangup": "no", "TTYVTDisallocate": "no", "TasksAccounting": "yes", "TasksCurrent": "8", "TasksMax": "infinity", "TimeoutAbortUSec": "1min 30s", "TimeoutCleanUSec": "infinity", "TimeoutStartFailureMode": "terminate", "TimeoutStartUSec": "1min 30s", "TimeoutStopFailureMode": "terminate", "TimeoutStopUSec": "1min 30s", "TimerSlackNSec": "50000", "Transient": "no", "Type": "notify", "UID": "[not set]", "UMask": "0022", "UnitFilePreset": "enabled", "UnitFileState": "enabled", "UtmpMode": "init", "WantedBy": "multi-user.target", "WatchdogSignal": "6", "WatchdogTimestampMonotonic": "0", "WatchdogUSec": "0"}}
